x,y,u,angle,frequency
9.0,0.0,0.9155466639051805,30,1000000000.0
8.727272727273835,0.0,0.8936327648569613,30,1000000000.0
8.818181818182557,0.0,0.8998734170118018,30,1000000000.0
8.74545454545558,0.0,0.8763428350569684,30,1000000000.0
8.763636363637325,0.0,0.8864106804581521,30,1000000000.0
8.781818181819068,0.0,0.8902982810650961,30,1000000000.0
8.800000000000813,0.0,0.8850409521612345,30,1000000000.0
8.909090909091278,0.0,0.9006197099983212,30,1000000000.0
8.836363636364302,0.0,0.8895847439470456,30,1000000000.0
8.854545454546045,0.0,0.9020859107240403,30,1000000000.0
8.87272727272779,0.0,0.903909866862963,30,1000000000.0
8.890909090909535,0.0,0.893066350745637,30,1000000000.0
8.981818181818255,0.0,0.9014255084616152,30,1000000000.0
8.96363636363651,0.0,0.9052820728821654,30,1000000000.0
8.945454545454767,0.0,0.8989289601951318,30,1000000000.0
8.927272727273023,0.0,0.8859668495867103,30,1000000000.0
8.545454545456394,0.0,0.8931799492212854,30,1000000000.0
8.636363636365115,0.0,0.8935756910245976,30,1000000000.0
8.563636363638139,0.0,0.8753193955770223,30,1000000000.0
8.581818181819882,0.0,0.8838796669335188,30,1000000000.0
8.600000000001627,0.0,0.8859414887173596,30,1000000000.0
8.61818181818337,0.0,0.8792567499616957,30,1000000000.0
8.65454545454686,0.0,0.8837029667576849,30,1000000000.0
8.672727272728604,0.0,0.896677860338605,30,1000000000.0
8.690909090910347,0.0,0.8986931510651067,30,1000000000.0
8.709090909092092,0.0,0.8873614555683736,30,1000000000.0
8.27272727273023,0.0,0.8815240959665084,30,1000000000.0
8.36363636363895,0.0,0.8902438750507066,30,1000000000.0
8.454545454547672,0.0,0.8913649371795614,30,1000000000.0
8.290909090911974,0.0,0.8711882273686787,30,1000000000.0
8.309090909093717,0.0,0.8848103710531725,30,1000000000.0
8.32727272727546,0.0,0.888599879655178,30,1000000000.0
8.345454545457205,0.0,0.8801955653479933,30,1000000000.0
8.381818181820694,0.0,0.8747833623954459,30,1000000000.0
8.40000000000244,0.0,0.8838709691404675,30,1000000000.0
8.418181818184182,0.0,0.8852540227683277,30,1000000000.0
8.436363636365927,0.0,0.877536108587078,30,1000000000.0
8.472727272729417,0.0,0.8814509212244992,30,1000000000.0
8.49090909091116,0.0,0.8946164293739218,30,1000000000.0
8.509090909092905,0.0,0.8970748853038651,30,1000000000.0
8.52727272727465,0.0,0.8863290111429049,30,1000000000.0
8.090909090912787,0.0,0.8693983804452402,30,1000000000.0
8.181818181821509,0.0,0.8816020237152008,30,1000000000.0
8.109090909094531,0.0,0.8571262885440596,30,1000000000.0
8.127272727276274,0.0,0.8704181067861781,30,1000000000.0
8.14545454545802,0.0,0.875139175138838,30,1000000000.0
8.163636363639764,0.0,0.8687619411040958,30,1000000000.0
8.200000000003254,0.0,0.8683043096368858,30,1000000000.0
8.218181818184997,0.0,0.8778578731398343,30,1000000000.0
8.236363636366741,0.0,0.8783181588673176,30,1000000000.0
8.254545454548484,0.0,0.8689800253601203,30,1000000000.0
8.000000000003988,0.0,0.8773720195803046,30,1000000000.0
8.018181818185749,0.0,0.8639924694920863,30,1000000000.0
8.036363636367508,0.0,0.8727759868163334,30,1000000000.0
8.054545454549267,0.0,0.8715360966565486,30,1000000000.0
8.072727272731026,0.0,0.8596183836347884,30,1000000000.0
7.81818181818502,0.0,0.8796431908600696,30,1000000000.0
7.909090909094639,0.0,0.867429672187772,30,1000000000.0
7.92727272727651,0.0,0.8532245897826297,30,1000000000.0
7.945454545458379,0.0,0.8654975074988016,30,1000000000.0
7.963636363640248,0.0,0.8700406278064496,30,1000000000.0
7.981818181822118,0.0,0.8640220739483995,30,1000000000.0
7.836363636366944,0.0,0.8663757905540249,30,1000000000.0
7.854545454548868,0.0,0.8749848086756467,30,1000000000.0
7.872727272730792,0.0,0.8731701148071057,30,1000000000.0
7.890909090912715,0.0,0.8599449249569813,30,1000000000.0
7.545454545456163,0.0,0.8711860689062104,30,1000000000.0
7.636363636365782,0.0,0.8769849509580798,30,1000000000.0
7.727272727275402,0.0,0.8710588714574721,30,1000000000.0
7.654545454547706,0.0,0.8646674074824614,30,1000000000.0
7.67272727272963,0.0,0.874969332187645,30,1000000000.0
7.690909090911553,0.0,0.8748760183245159,30,1000000000.0
7.709090909093478,0.0,0.8630650379409105,30,1000000000.0
7.745454545457326,0.0,0.8567798122938848,30,1000000000.0
7.7636363636392485,0.0,0.8685886915140931,30,1000000000.0
7.781818181821173,0.0,0.8726786103288466,30,1000000000.0
7.800000000003097,0.0,0.8665137822108858,30,1000000000.0
7.5636363636380874,0.0,0.8567020115258304,30,1000000000.0
7.581818181820011,0.0,0.8677884318909077,30,1000000000.0
7.600000000001934,0.0,0.8709997300000031,30,1000000000.0
7.618181818183857,0.0,0.8640611298719286,30,1000000000.0
7.363636363636925,0.0,0.8754897292376121,30,1000000000.0
7.454545454546544,0.0,0.8705823431950191,30,1000000000.0
7.381818181818849,0.0,0.8590917919399147,30,1000000000.0
7.400000000000772,0.0,0.8680654933107864,30,1000000000.0
7.418181818182696,0.0,0.8690198916738264,30,1000000000.0
7.43636363636462,0.0,0.8596701340907847,30,1000000000.0
7.472727272728468,0.0,0.8578613413480849,30,1000000000.0
7.490909090910392,0.0,0.8696022294010894,30,1000000000.0
7.509090909092317,0.0,0.8717230608047406,30,1000000000.0
7.52727272727424,0.0,0.8618974899975826,30,1000000000.0
7.181818181817686,0.0,0.8897507457766238,30,1000000000.0
7.272727272727306,0.0,0.8743289999748587,30,1000000000.0
7.29090909090923,0.0,0.8598675242759329,30,1000000000.0
7.309090909091154,0.0,0.8719685091916325,30,1000000000.0
7.327272727273078,0.0,0.875452870274209,30,1000000000.0
