x,y,u
0.0020080321285102427,0.0,0.9833395026462949
0.9979919678714806,0.0,0.8224052636082656
0.00602409638553073,0.0,0.9693748685104046
0.010040160642551258,0.0,0.9547423129684584
0.014056224899571826,0.0,0.9548956575027379
0.018072289156592397,0.0,0.9561408964323125
0.02208835341361293,0.0,0.9663868602934574
0.026104417670633297,0.0,0.9803201635717619
0.030120481927653438,0.0,0.9940397197319518
0.03413654618467323,0.0,0.9999641978353514
0.038152610441692714,0.0,1.0027273846447566
0.04216867469871201,0.0,0.9970502804135741
0.04618473895573118,0.0,0.9820541342967494
0.05020080321275035,0.0,0.9592219088826784
0.054216867469769656,0.0,0.9313649227137961
0.05823293172678931,0.0,0.9018889276382936
0.06224899598380949,0.0,0.8776178939563657
0.06626506024083037,0.0,0.8637138398925616
0.0702811244978518,0.0,0.8649823843742334
0.07429718875487358,0.0,0.8812653879997061
0.07831325301189554,0.0,0.9154123787175779
0.0823293172689175,0.0,0.9641549160354203
0.08634538152593946,0.0,1.025136493247282
0.09036144578296142,0.0,1.0905685081099772
0.09437751003998338,0.0,1.1617214676121694
0.09839357429700532,0.0,1.228165733611114
0.1024096385540273,0.0,1.2893723972802609
0.10642570281104924,0.0,1.3382433561972333
0.1104417670680712,0.0,1.370877894275631
0.1144578313250932,0.0,1.3851751154711875
0.1184738955821146,0.0,1.3812504942423942
0.1224899598391353,0.0,1.3531377712378054
0.12650602409615463,0.0,1.313208906641999
0.13052208835317253,0.0,1.24331177793266
0.1345381526101897,0.0,1.1586964929712775
0.13855421686720615,0.0,1.0535094806248642
0.1425702811242225,0.0,0.9428036519469581
0.1465863453812389,0.0,0.8211291980292442
0.1506024096382553,0.0,0.6978737859658803
0.1546184738952717,0.0,0.5837129466732179
0.1586345381522881,0.0,0.4939713588088142
0.1626506024093045,0.0,0.4344570945561888
0.1666666666663209,0.0,0.41913794579297187
0.17068273092333724,0.0,0.45068455406562974
0.17469879518035358,0.0,0.5203819408274476
0.17871485943737,0.0,0.6256017658338416
0.1827309236943864,0.0,0.6888920754620828
0.1867469879514028,0.0,0.8389615108294446
0.19076305220841921,0.0,0.9213273649762268
0.1947791164654356,0.0,1.00725211614527
0.198795180722452,0.0,1.1231715423017272
0.2028112449794684,0.0,1.220432580686149
0.2068273092364848,0.0,1.3124393022718248
0.21084337349350118,0.0,1.3928858469414713
0.21485943775051755,0.0,1.4601080740196435
0.2188755020075339,0.0,1.5264285746810813
0.2228915662645503,0.0,1.589758557135004
0.2269076305215667,0.0,1.6442970451505599
0.2309236947785831,0.0,1.6972203063572358
0.2349397590355995,0.0,1.740728977127316
0.2389558232926159,0.0,1.7994510679685631
0.2429718875496323,0.0,1.8377202470711527
0.24698795180664865,0.0,1.8721005866342855
0.251004016063665,0.0,1.899466835545696
0.2550200803206814,0.0,1.901737776067691
0.2590361445776978,0.0,1.9111193965970905
0.2630522088347142,0.0,1.882056036977347
0.2670682730917306,0.0,1.8386157814847859
0.271084337348747,0.0,1.781971570630409
0.2751004016057633,0.0,1.7031761697165797
0.2791164658627798,0.0,1.6027785846859595
0.2831325301197962,0.0,1.4834647547880395
0.2871485943768126,0.0,1.358504912321886
0.29116465863382895,0.0,1.2197984270112343
0.2951807228908453,0.0,1.0753506878417018
