x,y,u_1,u_2,u_3,u_4,u_5,u_6,u_7,u_8,u_9,u_10,u_11,u_12,u_13,u_14,u_15,u_16,u_17,u_18,u_19,u_20,u_21,u_22,u_23,u_24,u_25,u_26,u_27,u_28,u_29,u_30,u_31,u_32,u_33,u_34,u_35,u_36,u_37,u_38,u_39,u_40,u_41,u_42,u_43,u_44,u_45,u_46,u_47,u_48,u_49,u_50,u_51,u_52,u_53,u_54,u_55,u_56,u_57,u_58,u_59,u_60,u_61,u_62,u_63,u_64,u_65,u_66,u_67,u_68,u_69,u_70,u_71,u_72,u_73,u_74,u_75,u_76,u_77,u_78,u_79,u_80,u_81,u_82,u_83,u_84,u_85,u_86,u_87,u_88,u_89,u_90,u_91,u_92,u_93,u_94,u_95,u_96,u_97,u_98,u_99
0.00505050505050505,0,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111,0.876010645862111
0.0151515151515152,0,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289,0.966258693598289
0.0252525252525253,0,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144,1.03497237895144
0.0353535353535354,0,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386,1.09038258375386
0.0454545454545455,0,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783,1.15680598825783
0.0555555555555556,0,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535,1.23371028494535
0.0656565656565657,0,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368,1.27758808706368
0.0757575757575758,0,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723,1.21886599421723
0.0858585858585859,0,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412,1.01256314952412
0.095959595959596,0,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769,0.697575765043769
