x,y,u
0.00505050505050505,0,0.0788089133700721
0.0151515151515152,0,0.10765747153878
0.0252525252525253,0,0.123606466488389
0.0353535353535354,0,0.115135271625249
0.0454545454545455,0,0.0958997750210036
0.0555555555555556,0,0.0992993814775572
0.0656565656565657,0,0.129560430732154
0.0757575757575758,0,0.154675671649484
0.0858585858585859,0,0.15898182391899
0.095959595959596,0,0.152740005114444
0.106060606060606,0,0.159819124875922
0.116161616161616,0,0.1813859446272
0.126262626262626,0,0.195199821390561
0.136363636363636,0,0.190664626771739
0.146464646464646,0,0.178518985220258
0.156565656565657,0,0.177011017423686
0.166666666666667,0,0.18968781614773
0.176767676767677,0,0.206420273674573
0.186868686868687,0,0.22062769216758
0.196969696969697,0,0.233993033319926
0.207070707070707,0,0.253373870279552
0.217171717171717,0,0.28338555822962
0.227272727272727,0,0.318851432372103
0.237373737373737,0,0.348744276366937
0.247474747474747,0,0.367080735359117
0.257575757575758,0,0.377807716861069
0.267676767676768,0,0.390750742390291
0.277777777777778,0,0.414463276921802
0.287878787878788,0,0.452800251882192
0.297979797979798,0,0.505070689593088
0.308080808080808,0,0.56688679217224
0.318181818181818,0,0.632237950206522
0.328282828282828,0,0.695869535766075
0.338383838383838,0,0.753574690527509
0.348484848484848,0,0.801717513146499
0.358585858585859,0,0.839126918867306
0.368686868686869,0,0.870500969720987
0.378787878787879,0,0.906428666624701
0.388888888888889,0,0.957132799529693
0.398989898989899,0,1.02405449292101
0.409090909090909,0,1.09694296904644
0.419191919191919,0,1.15833422866182
0.429292929292929,0,1.19116639057877
0.439393939393939,0,1.18563392655254
0.449494949494949,0,1.14304956042438
0.45959595959596,0,1.07526860241212
0.46969696969697,0,0.999975318330159
0.47979797979798,0,0.934401113565629
0.48989898989899,0,0.890838839605398
0.5,0,0.875684602626876
0.51010101010101,0,0.890737555583123
0.52020202020202,0,0.934288802396373
0.53030303030303,0,0.99996609396613
0.54040404040404,0,1.07541930557717
0.55050505050505,0,1.14331821810677
0.560606060606061,0,1.18589198414839
0.570707070707071,0,1.19124598395184
0.580808080808081,0,1.15808704520466
0.590909090909091,0,1.09629624634722
0.601010101010101,0,1.02305527569543
0.611111111111111,0,0.955961053765933
0.621212121212121,0,0.905342499325187
0.631313131313131,0,0.869713683670003
0.641414141414141,0,0.838705686219661
0.651515151515152,0,0.801584136779737
0.661616161616162,0,0.753580153795966
0.671717171717172,0,0.695873799295318
0.681818181818182,0,0.632162124942761
0.691919191919192,0,0.566737170151038
0.702020202020202,0,0.504933711795705
0.712121212121212,0,0.452795639586895
0.722222222222222,0,0.414668761264308
0.732323232323232,0,0.391162030367401
0.742424242424242,0,0.378364746922583
0.752525252525253,0,0.367708107460803
0.762626262626263,0,0.349368060379775
0.772727272727273,0,0.319409261468431
0.782828282828283,0,0.283840241042533
0.792929292929293,0,0.253721411497453
0.803030303030303,0,0.234262233189071
0.813131313131313,0,0.220868126412923
0.823232323232323,0,0.206675407914113
0.833333333333333,0,0.189968989679312
0.843434343434343,0,0.177299097024296
0.853535353535354,0,0.17879764219065
0.863636363636364,0,0.190938906188342
0.873737373737374,0,0.195469786426868
0.883838383838384,0,0.181638101242607
0.893939393939394,0,0.160042856577808
0.904040404040404,0,0.152925003806963
0.914141414141414,0,0.159114918038981
0.924242424242424,0,0.15475467505548
0.934343434343434,0,0.129603344623129
0.944444444444445,0,0.0993331180003358
0.954545454545455,0,0.0959194678181392
0.964646464646465,0,0.115125101365006
0.974747474747475,0,0.123570674719546
0.984848484848485,0,0.107617122742503
0.994949494949495,0,0.0787844691852634
