angle,x,y,u
-45,0.00505050505049548,0.0,1.3139981292333234
-45,0.9949494949494817,0.0,1.0177911744573063
-45,0.015151515151486524,0.0,1.4266548643867807
-45,0.025252525252477356,0.0,1.5214763596256204
-45,0.0353535353534669,0.0,1.5278339463812984
-45,0.04545454545445497,0.0,1.5151169314565396
-45,0.0555555555554431,0.0,1.5699548625748754
-45,0.06565656565643357,0.0,1.6384043338491832
-45,0.07575757575742703,0.0,1.6548035714819131
-45,0.08585858585842165,0.0,1.6142107703485986
-45,0.09595959595941628,0.0,1.5879030883789038
-45,0.1060606060604109,0.0,1.5873554695986813
-45,0.11616161616140486,0.0,1.5485624410141685
-45,0.12626262626239484,0.0,1.4432387370606277
-45,0.13636363636337873,0.0,1.3189796830862122
-45,0.14646464646435964,0.0,1.2233317970455593
-45,0.1565656565653403,0.0,1.109511169590515
-45,0.1666666666663209,0.0,0.9491621094964817
-45,0.17676767676730148,0.0,0.8238437457175735
-45,0.18686868686828212,0.0,0.7866433837477178
-45,0.1969696969692627,0.0,0.8308149731223082
-45,0.20707070707024333,0.0,0.9793403732525118
-45,0.21717171717122402,0.0,1.0899659084655333
-45,0.2272727272722046,0.0,1.3693687263200554
-45,0.23737373737318518,0.0,1.5531640003609763
-45,0.24747474747416578,0.0,1.687520726764851
-45,0.2575757575751464,0.0,1.8063021579969485
-45,0.267676767676127,0.0,1.8731914353498194
-45,0.27777777777710766,0.0,1.8323084711610194
-45,0.2878787878780883,0.0,1.6946511297210836
-45,0.2979797979790689,0.0,1.5219566249839307
-45,0.3080808080800495,0.0,1.3378376678327588
-45,0.3181818181810302,0.0,1.138990928941772
-45,0.32828282828201083,0.0,1.0083594373594558
-45,0.3383838383829914,0.0,1.034190585587525
-45,0.348484848483972,0.0,1.1798010305527467
-45,0.3585858585849525,0.0,1.3192448808968484
-45,0.3686868686859332,0.0,1.4015945078334198
-45,0.3787878787869139,0.0,1.395934894228877
-45,0.3888888888878945,0.0,1.226284784001651
-45,0.3989898989888751,0.0,0.899990623977028
-45,0.4090909090898557,0.0,0.570695032645019
-45,0.4191919191908363,0.0,0.5602377245149213
-45,0.42929292929181695,0.0,0.9317372011967958
-45,0.4393939393927976,0.0,1.3653451420774092
-45,0.4494949494937782,0.0,1.7207177132170515
-45,0.4595959595947588,0.0,1.8625097178974535
-45,0.4696969696957394,0.0,1.7419259560700096
-45,0.47979797979672,0.0,1.4215678727151224
-45,0.48989898989770253,0.0,0.9973484245591934
-45,0.49999999999869915,0.0,0.7738189545245882
-45,0.5101010100997199,0.0,0.6623741472627754
-45,0.5202020202007547,0.0,0.6218570388955033
-45,0.5303030303017915,0.0,0.6070588089397702
-45,0.5404040404028283,0.0,0.7750432296487364
-45,0.550505050503865,0.0,1.1061655588567825
-45,0.5606060606049017,0.0,1.4094125326051312
-45,0.5707070707059385,0.0,1.483614799767996
-45,0.5808080808069753,0.0,1.223341902777041
-45,0.5909090909080119,0.0,0.7383095729946295
-45,0.6010101010090487,0.0,0.6068223031383669
-45,0.6111111111100854,0.0,1.0976267558401787
-45,0.6212121212111221,0.0,1.5487006616847008
-45,0.6313131313121589,0.0,1.6135102542854414
-45,0.6414141414131957,0.0,1.2596063993268019
-45,0.6515151515142324,0.0,0.6599642117731378
-45,0.6616161616152691,0.0,0.5408005495574187
-45,0.671717171716306,0.0,1.051070776558946
-45,0.6818181818173427,0.0,1.3627321395462397
-45,0.6919191919183794,0.0,1.3138470553801402
-45,0.7020202020194162,0.0,1.0246692650692144
-45,0.7121212121204528,0.0,0.8530904046534188
-45,0.7222222222214896,0.0,0.950139371039093
-45,0.7323232323225264,0.0,1.0867875344786466
-45,0.7424242424235631,0.0,1.0629363539949215
-45,0.7525252525245998,0.0,0.9195205394420722
-45,0.7626262626256366,0.0,0.8633966881662785
-45,0.7727272727266734,0.0,1.0066793056277619
-45,0.7828282828277101,0.0,1.166704204991545
-45,0.7929292929287468,0.0,1.1494563145834749
-45,0.8030303030297836,0.0,0.9446125065342417
-45,0.8131313131308202,0.0,0.7864723892370697
-45,0.823232323231857,0.0,0.9322086275469833
-45,0.8333333333328938,0.0,1.1587359067642187
-45,0.8434343434339305,0.0,1.1706393166089566
-45,0.8535353535349672,0.0,0.9593145140243668
-45,0.863636363636004,0.0,0.8120235313559135
-45,0.8737373737370409,0.0,0.9571841443036597
-45,0.8838383838380776,0.0,1.1164260075661023
-45,0.8939393939391143,0.0,1.0650742689097867
-45,0.9040404040401511,0.0,0.9178446478573915
-45,0.9141414141411878,0.0,0.918671214736202
-45,0.9242424242422245,0.0,1.0157778618439977
