x,y,mag_u,real_u,imag_u
0.00505050505050505,0,0.947419737554722,0.94741824136694,-0.00168375575216901
0.0151515151515152,0,0.93935811560413,0.938706440528681,0.0349841086969056
0.0252525252525253,0,0.945244385405708,0.943516178642403,0.0571329045389078
0.0353535353535354,0,0.964146654935387,0.961894835990151,0.0658566376197319
0.0454545454545455,0,0.998252478109527,0.996230275038099,0.0635078668302168
0.0555555555555556,0,1.04496439792829,1.04384531375633,0.0483482562931875
0.0656565656565657,0,1.09111053884167,1.0909851213427,0.0165430644137778
0.0757575757575758,0,1.11585710529768,1.11543395365883,-0.0307274220907096
0.0858585858585859,0,1.10153306173782,1.09848284925288,-0.0819177392190967
0.095959595959596,0,1.04524016464579,1.0386038890263,-0.117596613421501
0.106060606060606,0,0.963911824683591,0.956351823148204,-0.120487327657131
0.116161616161616,0,0.889578084768625,0.88536982861161,-0.0864258959158859
0.126262626262626,0,0.854591554526599,0.854128594906456,-0.0281259387632199
0.136363636363636,0,0.8706050413933,0.870031725498372,0.0315901048709284
0.146464646464646,0,0.919348136899548,0.9164488034154,0.0729560658146432
0.156565656565657,0,0.968863541501464,0.964668943912935,0.0900577076138419
0.166666666666667,0,0.996988659116657,0.992724635170451,0.0921096364824305
0.176767676767677,0,1.00304105517832,0.998559945274523,0.0947068850009097
0.186868686868687,0,1.00487850988658,0.999121352822396,0.107412019654327
0.196969696969697,0,1.02442926832892,1.01661032788782,0.12632801368162
0.207070707070707,0,1.07038050936727,1.06162674661525,0.136612904604441
0.217171717171717,0,1.13132064642179,1.12461428714974,0.123000447799544
0.227272727272727,0,1.18389205194366,1.18111132432495,0.0810951922541082
0.237373737373737,0,1.20729923015672,1.20710028901915,0.0219162813197361
0.247474747474747,0,1.19485303994201,1.19438988785998,-0.033265339867328
0.257575757575758,0,1.1581220371895,1.15632045139882,-0.0645729564196818
0.267676767676768,0,1.12231303421572,1.12045238179229,-0.064598815054911
0.277777777777778,0,1.11371837339226,1.11290853205385,-0.0424642733746755
0.287878787878788,0,1.14389725488502,1.14374464793515,-0.0186844869661425
0.297979797979798,0,1.20172965117142,1.20165048113999,-0.0137940451143054
0.308080808080808,0,1.26113160014785,1.26059319131121,-0.0368472374987523
0.318181818181818,0,1.29677955306518,1.29432775936415,-0.0797048341527384
0.328282828282828,0,1.29629524439597,1.29073336305443,-0.119953099759043
0.338383838383838,0,1.26529108424344,1.2584813550782,-0.131096173805604
0.348484848484848,0,1.22653969618013,1.22283437937882,-0.0952665046848425
0.358585858585859,0,1.21295337308164,1.21288902254372,-0.0124941691625802
0.368686868686869,0,1.25036899730514,1.24652348491188,0.09798893297206
0.378787878787879,0,1.33589913939797,1.32000971337024,0.2054284966903
0.388888888888889,0,1.4345304639767,1.40672177332606,0.281089851342218
0.398989898989899,0,1.49789088501296,1.46511691022324,0.311624040765181
0.409090909090909,0,1.48418370999263,1.4522923615968,0.306019903691075
0.419191919191919,0,1.36926511364507,1.33761033566594,0.292720927446423
0.429292929292929,0,1.15354071905845,1.11164632051513,0.308056242610111
0.439393939393939,0,0.875599961009437,0.788285473173174,0.381157847228511
0.449494949494949,0,0.657988201544157,0.400674457429898,0.521927631510893
0.45959595959596,0,0.716791021156528,-0.00641701261731265,0.716762296692347
0.46969696969697,0,1.00919038019559,-0.384987922597834,0.932871654051688
0.47979797979798,0,1.32316604444162,-0.691003093898134,1.12839846924147
0.48989898989899,0,1.54568659448443,-0.889652212041697,1.26398812889132
0.5,0,1.62517738870257,-0.958752532600007,1.31224811906255
0.51010101010101,0,1.54590189118185,-0.890054074090211,1.26396851319764
0.52020202020202,0,1.32354451179164,-0.691765825138006,1.12837498991466
0.53030303030303,0,1.00958690091093,-0.386038043115277,0.932866732046254
0.54040404040404,0,0.716832502064669,-0.00766092569519294,0.716791564008525
0.55050505050505,0,0.657224890556094,0.399339664340966,0.521988878473972
0.560606060606061,0,0.874442029960857,0.786964783620791,0.381228662488467
0.570707070707071,0,1.15239109002237,1.11044048483919,0.308102505658515
0.580808080808081,0,1.36828259161778,1.33660643790247,0.292712283107398
0.590909090909091,0,1.48344219437885,1.4515506128796,0.305943724093827
0.601010101010101,0,1.49741482863235,1.46465881787476,0.311489512230759
0.611111111111111,0,1.4343070646668,1.40652797003148,0.280919606421854
0.621212121212121,0,1.33589331144759,1.320032570575,0.205243641050256
0.631313131313131,0,1.25054112448989,1.24671107886406,0.0977987212495229
0.641414141414141,0,1.21327480439034,1.213208448785,-0.0126890017384506
0.651515151515152,0,1.22699906390132,1.2232802568238,-0.0954574045310462
0.661616161616162,0,1.26588500716561,1.25906255236925,-0.131249154618666
0.671717171717172,0,1.29700803545352,1.29144432881198,-0.120005789903573
0.681818181818182,0,1.29756537338561,1.29512232713683,-0.0795867825774374
0.691919191919192,0,1.26190870045004,1.26138024458159,-0.036516391535788
0.702020202020202,0,1.20239287274716,1.20231966211604,-0.0132684031573645
0.712121212121212,0,1.14435403523213,1.14421173064579,-0.0180464235963212
0.722222222222222,0,1.11394098664005,1.11315535095207,-0.0418292524841233
0.732323232323232,0,1.12236553816223,1.12053576038682,-0.0640625549640873
0.742424242424242,0,1.15811986244659,1.15634086998939,-0.0641670334788678
0.752525252525253,0,1.19488948761975,1.19443512331881,-0.032948805844585
0.762626262626263,0,1.20740109949894,1.2071965718006,0.0222227834470837
0.772727272727273,0,1.18401725735159,1.18121218292537,0.0814533278330252
0.782828282828283,0,1.13138577753148,1.12463478192671,0.123411445503185
0.792929292929293,0,1.07030800355696,1.06150178869385,0.137015236663089
0.803030303030303,0,1.02419869888891,1.01633967570537,0.126635849556238
0.813131313131313,0,1.00454837172535,0.998772567463399,0.107567604875359
0.823232323232323,0,1.00271206129638,0.998229043026714,0.0947114329276686
0.833333333333333,0,0.996739026601019,0.992482826614847,0.0920137273679886
0.843434343434343,0,0.968714698762475,0.964532130028797,0.0899218423998547
0.853535353535354,0,0.919276423029316,0.916388233246181,0.072813102567588
0.863636363636364,0,0.870580792339102,0.870012970867315,0.0314379788219275
0.873737373737374,0,0.854614062716885,0.854145430318753,-0.0282980575137709
0.883838383838384,0,0.889670535062749,0.885445466864793,-0.0866024605160033
0.893939393939394,0,0.964082276118472,0.956507555282171,-0.120614807606272
0.904040404040404,0,1.04545893352267,1.03882259231065,-0.11760953782469
0.914141414141414,0,1.10173958507946,1.09869979192171,-0.0817855767372702
0.924242424242424,0,1.11598222250721,1.11556572178156,-0.0304867403658029
0.934343434343434,0,1.09110708143483,1.09097775928861,0.0167985682379288
0.944444444444445,0,1.04483544245458,1.04370839497062,0.048516884453791
0.954545454545455,0,0.998055405388139,0.996031034206528,0.0635355894121971
0.964646464646465,0,0.963957320409849,0.961712040178832,0.0657545994346045
0.974747474747475,0,0.945127704827617,0.943409175414013,0.0569693441894169
0.984848484848485,0,0.93933650543149,0.938690348071488,0.0348353394367386
0.994949494949495,0,0.947467785530611,0.947466139029677,-0.00176635513885643
