x,y
-0.0019557906291467683,0.6986238278879053
0.010660586566817202,0.6983438122827199
0.487938524157182,0.460615210767977
0.487938524157182,0.4725003981044036
0.487938524157182,0.4487300234315451
0.08450757894622421,0.7018858849258451
0.0727826072138021,0.6987869586909111
0.062377749709957145,0.6958281004395055
0.09200791543005672,0.710226986645044
0.03360913163973711,0.6946888090283189
0.043447023368429316,0.6935092156261484
0.022692299992016152,0.6966797365426158
0.05276073196753188,0.6938990023751815
0.487938524157182,0.5913522714691124
0.487938524157182,0.6032374588056101
0.487938524157182,0.5794670841326145
0.487938524157182,0.6626633954881662
0.487938524157182,0.6745485828247351
0.487938524157182,0.65077820815161
0.487938524157182,0.6151226461421079
0.487938524157182,0.6270078334786057
0.487938524157182,0.6388930208151034
0.487938524157182,0.5438115221231213
0.487938524157182,0.5556967094596191
0.487938524157182,0.5675818967961168
0.487938524157182,0.5319263347866235
0.487938524157182,0.5081559601137486
0.487938524157182,0.5200411474501753
0.487938524157182,0.496270772777312
0.487938524157182,0.4843855854408506
0.10014997906096142,0.7184402155798076
0.10875167908205363,0.7265977180786056
0.487938524157182,0.7102041448342635
0.487938524157182,0.7220893321707612
0.487938524157182,0.6983189574977656
0.487938524157182,0.733974519507259
0.487938524157182,0.9122523295548998
0.487938524157182,0.924137516891426
0.487938524157182,0.900367142218402
0.487938524157182,0.9360227042279949
0.487938524157182,0.9716782662375192
0.487938524157182,0.9835634535740171
0.487938524157182,0.9597930789010213
0.487938524157182,0.995448640910515
0.3808300676350921,0.995448640910515
0.3689291280215248,0.995448640910515
0.3927310072486692,0.995448640910515
0.3570281884079617,0.995448640910515
0.12154539938988575,0.7741490453997576
0.12494845137459337,0.7857171171543649
0.12845620207273956,0.7971777323617353
0.10875167908205363,0.7265977180786056
0.11186111650262509,0.7387630208567807
0.11500221297525894,0.7506854885147182
0.4403347657029391,0.995448640910515
0.4284338260893784,0.995448640910515
0.4165328864758137,0.995448640910515
0.11823087008589883,0.7624730496258794
0.2499197318859241,0.995448640910515
0.2380187922723633,0.995448640910515
0.2618206714994848,0.995448640910515
0.2261178526588026,0.995448640910515
0.13730987123211819,0.8168772363763261
0.12572973272669413,0.8170798063280543
0.13281216797714857,0.8071459440151859
0.2142169130452419,0.995448640910515
0.2023159734316811,0.995448640910515
0.1904150338181315,0.995448640910515
0.1785140942045814,0.995448640910515
