x,y
0.02727272727253166,0.7034147514521981
0.03636363636346659,0.7038360765948926
0.04545454545440103,0.7042574017375869
0.0181818181815977,0.7029934263095038
0.1360000000000105,0.7784838262467011
0.1380000000000149,0.7869716701846211
0.14,0.795459514122459
0.1340000000000061,0.7699959823087811
0.1300000000000018,0.7530202944329605
0.1320000000000017,0.7615081383708612
0.06363636363626263,0.7051000520229754
0.07272727272719753,0.7055213771656698
0.05454545454532617,0.7046787268802809
0.1423333333333205,0.8021640647851073
0.128000000000002,0.7445324504950599
0.1260000000000021,0.7360446065571593
0.1,0.706785352593753
0.09090909090906849,0.7063640274510588
0.08181818181813452,0.7059427023083643
0.1059999999999861,0.711978205100115
0.487938524157182,0.7017315360399303
0.487938524157182,0.7109101955671266
0.487938524157182,0.692552876512734
0.487938524157182,0.6099449407677935
0.487938524157182,0.6191236002949899
0.487938524157182,0.6007662812405972
0.487938524157182,0.6283022598221863
0.124,0.727556762619249
0.1179999999999754,0.7223639101128537
0.487938524157182,0.5915876217134008
0.487938524157182,0.7200888550943229
0.487938524157182,0.6558382384038018
0.487938524157182,0.665016897931053
0.487938524157182,0.646659578876579
0.487938524157182,0.6374809193493827
0.487938524157182,0.6833742169855358
0.487938524157182,0.6741955574583043
-0.009090909091150554,0.7017294508814231
-2.650518693414483e-13,0.7021507760241152
-0.01818181818203335,0.7013081257387311
0.00909090909066497,0.7025721011668095
-0.02727272727291075,0.7008868005960394
-0.03636363636379358,0.7004654754533474
0.1119999999999584,0.7171710576064649
0.1446666666666661,0.808868615447828
0.147,0.815573166110515
0.1379705882353082,0.8154303158550039
0.1446666666666661,0.808868615447828
0.2761916174479359,0.995448640910515
0.2669852301997096,0.995448640910515
0.2577788429514834,0.995448640910515
0.322223553689067,0.995448640910515
0.3130171664408407,0.995448640910515
0.3314299409372932,0.995448640910515
0.2853980046961621,0.995448640910515
0.487938524157182,0.9311980242200815
0.487938524157182,0.9403766837473242
0.487938524157182,0.9220193646928332
0.487938524157182,0.9495553432745336
0.441906587916051,0.995448640910515
0.4327002006678248,0.995448640910515
0.4511129751642772,0.995448640910515
0.4234938134195986,0.995448640910515
0.1841277449656937,0.995448640910515
0.1749213577174697,0.995448640910515
0.1933341322139068,0.995448640910515
0.1289411764706265,0.815287465599493
0.487938524157182,0.7751608122575004
0.487938524157182,0.7843394717847153
0.487938524157182,0.7659821527303042
0.487938524157182,0.7476248336759116
0.487938524157182,0.7568034932031079
0.1657149704692567,0.995448640910515
0.1565085832210385,0.995448640910515
0.1473021959728197,0.995448640910515
0.1380958087246066,0.995448640910515
0.1288894214763826,0.995448640910515
0.487938524157182,0.7384461741487154
0.2117469067103523,0.995448640910515
0.2025405194621261,0.995448640910515
0.3038107791926145,0.995448640910515
0.2946043919443883,0.995448640910515
0.487938524157182,0.7292675146215191
0.487938524157182,0.7200888550943229
0.2209532939585785,0.995448640910515
0.2301596812068047,0.995448640910515
0.2485724557032572,0.995448640910515
0.3406363281855194,0.995448640910515
0.3498427154337456,0.995448640910515
0.487938524157182,0.7935181313119634
0.487938524157182,0.8026967908392145
0.487938524157182,0.8118754503664517
0.487938524157182,0.8761260670568332
0.487938524157182,0.8853047265840294
0.487938524157182,0.8944833861112257
0.239366068455031,0.995448640910515
0.487938524157182,0.8302327694208517
0.487938524157182,0.839411428948048
0.487938524157182,0.8485900884752443
0.487938524157182,0.8669474075296368
0.487938524157182,0.8210541098936555
0.487938524157182,0.8577687480024405
0.4787321369089558,0.995448640910515
0.4695257496607296,0.995448640910515
0.4603193624125034,0.995448640910515
0.3682554899301904,0.995448640910515
0.3590491026819609,0.995448640910515
0.3774618771784242,0.995448640910515
0.3866682644266581,0.995448640910515
0.487938524157182,0.995448640910515
0.4142874261713652,0.995448640910515
0.4050810389231259,0.995448640910515
0.3958746516748974,0.995448640910515
0.487938524157182,0.9036620456384219
0.487938524157182,0.9128407051656182
0.487938524157182,0.9587340028017298
